       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.139265,  1.360877,  0.632568,  0.396529,  0.219670,  1.558509,  7.145879,  1.028093,  0.003005 
  0.134285,  0.846646,  0.654322,  0.384732,  0.193898,  2.043217,  7.278859,  0.780215,  0.038997 
  0.138363,  0.866250,  0.645891,  0.400938,  0.341039,  2.062255,  7.219642,  0.829229,  0.017495 
  0.139863,  1.120303,  0.680939,  0.365076,  0.316880,  1.529098,  7.319110,  0.979911,  0.009632 
  0.135673,  0.687009,  0.615737,  0.398357,  0.325672,  1.540959,  7.436077,  0.854510,  0.032359 
  0.135211,  1.327887,  0.684454,  0.388336,  0.220667,  1.751473,  7.086433,  0.801966,  0.032621 
  0.137674,  0.721137,  0.643977,  0.392069,  0.170491,  1.970478,  7.208450,  1.066294,  0.003425 
  0.132828,  0.950248,  0.632006,  0.381312,  0.335235,  1.991604,  6.978338,  0.904548,  0.006900 
  0.136263,  1.074389,  0.619942,  0.378090,  0.248206,  2.557686,  7.295144,  0.839639,  0.037365 
  0.133261,  1.311060,  0.643904,  0.373267,  0.232452,  2.183881,  7.459403,  0.936201,  0.026279 
  0.138820,  0.888469,  0.614158,  0.405956,  0.310810,  2.174953,  7.043215,  0.838856,  0.015958 
  0.129782,  0.733492,  0.632135,  0.373080,  0.128644,  1.539427,  7.299009,  0.784428,  0.039090 
  0.131940,  1.385683,  0.699488,  0.377765,  0.296933,  2.054159,  7.140656,  1.029293,  0.017617 
  0.138122,  0.724320,  0.685721,  0.380289,  0.155067,  2.438205,  7.367565,  0.789523,  0.036424 
  0.129921,  1.284113,  0.652146,  0.390210,  0.274910,  2.092279,  7.322623,  0.987109,  0.012110 
  0.135546,  0.888808,  0.696349,  0.384195,  0.338251,  1.856293,  7.207796,  0.949585,  0.024813 
  0.134022,  0.757915,  0.674912,  0.407356,  0.211377,  1.638456,  7.491198,  0.873013,  0.035223 
  0.137687,  1.339132,  0.646760,  0.407280,  0.235705,  2.547970,  7.436213,  0.893185,  0.035604 
  0.136613,  0.960531,  0.617816,  0.365997,  0.215555,  2.590073,  7.254491,  1.030692,  0.018301 
  0.131239,  1.342519,  0.629763,  0.387393,  0.106401,  2.599351,  7.186424,  0.881030,  0.035162 
  0.131523,  1.129489,  0.691967,  0.383904,  0.288986,  2.484102,  7.462319,  0.981480,  0.025565 
  0.132384,  1.157001,  0.666704,  0.375294,  0.236636,  1.918383,  7.067424,  1.030646,  0.003179 
  0.129458,  0.939843,  0.652958,  0.414621,  0.341691,  2.437548,  6.908712,  1.013767,  0.031234 
  0.133382,  1.176691,  0.650741,  0.383870,  0.098850,  2.328878,  7.377184,  0.834781,  0.017525 
  0.129219,  0.796017,  0.670659,  0.412408,  0.295142,  1.864827,  7.445940,  0.781196,  0.035880 
  0.133629,  1.105726,  0.628450,  0.362754,  0.349222,  2.478163,  7.115103,  1.006392,  0.019484 
  0.135701,  0.956182,  0.673394,  0.405443,  0.095451,  2.342357,  7.105879,  0.869321,  0.035838 
  0.134123,  1.254971,  0.693106,  0.393616,  0.121748,  1.653175,  7.033158,  0.788433,  0.030040 
  0.137289,  1.108842,  0.648552,  0.374663,  0.244970,  2.364722,  7.229412,  0.939561,  0.026681 
  0.133273,  1.121482,  0.699723,  0.406555,  0.120055,  2.317192,  7.268356,  0.914748,  0.029800 
  0.131787,  1.130464,  0.638534,  0.398716,  0.075113,  1.504502,  7.244843,  1.039180,  0.022180 
  0.131125,  1.200494,  0.639675,  0.418161,  0.069231,  2.428139,  7.440674,  1.061673,  0.002711 
  0.129691,  1.067872,  0.637896,  0.393855,  0.309898,  1.911263,  7.432384,  0.916015,  0.035691 
  0.129546,  1.383759,  0.610587,  0.404742,  0.334177,  2.558999,  7.424554,  1.008187,  0.011803 
  0.135578,  0.757310,  0.642981,  0.376187,  0.161682,  1.759176,  7.429209,  1.000284,  0.007343 
  0.138348,  1.211103,  0.696468,  0.384040,  0.174460,  2.596550,  6.914495,  0.807280,  0.036866 
  0.131692,  0.862619,  0.630954,  0.368057,  0.276474,  1.964526,  7.405258,  1.045364,  0.010170 
  0.136621,  1.211441,  0.656461,  0.386569,  0.268621,  2.001377,  7.448627,  1.014967,  0.007074 
  0.135602,  1.119409,  0.661914,  0.394646,  0.205052,  2.474881,  7.048165,  1.016168,  0.012757 
  0.134999,  1.369778,  0.689142,  0.385668,  0.091437,  2.498952,  7.011477,  1.009950,  0.006960 
  0.133120,  0.896273,  0.688525,  0.401693,  0.279832,  2.686533,  6.914682,  0.787650,  0.032706 
  0.133924,  0.758218,  0.632787,  0.379122,  0.246333,  1.935947,  7.044271,  0.851635,  0.021467 
  0.129441,  1.221589,  0.686480,  0.364591,  0.117775,  1.988422,  7.383153,  0.984790,  0.019336 
  0.133763,  1.354333,  0.667017,  0.407987,  0.084293,  2.244147,  7.129557,  1.057818,  0.003973 
  0.132508,  0.770845,  0.612638,  0.410598,  0.317063,  2.272551,  7.132934,  0.792438,  0.032583 
  0.136863,  0.947078,  0.670704,  0.407712,  0.163245,  1.543016,  7.193184,  1.011420,  0.012083 
  0.134319,  0.617507,  0.682985,  0.417174,  0.329255,  2.363672,  6.998991,  0.873743,  0.017894 
  0.129136,  0.724673,  0.663821,  0.418672,  0.214924,  2.594699,  6.993359,  0.978258,  0.009926 
  0.136490,  1.096766,  0.688794,  0.406320,  0.212801,  1.838335,  7.388311,  0.898492,  0.024150 
  0.134140,  0.737679,  0.622902,  0.411732,  0.184128,  2.447177,  7.408017,  0.801806,  0.036410 
  0.139725,  0.880746,  0.667430,  0.374265,  0.274112,  1.852778,  7.087151,  0.968394,  0.021218 
  0.135164,  1.165053,  0.660895,  0.370183,  0.225084,  2.744611,  6.928554,  0.983926,  0.024863 
  0.134106,  0.934966,  0.645256,  0.397721,  0.217390,  2.322444,  7.203091,  0.893312,  0.014167 
  0.132108,  1.118353,  0.617637,  0.417213,  0.276050,  1.776245,  7.097331,  1.068889,  0.002745 
  0.129348,  1.288855,  0.681521,  0.418782,  0.226525,  1.508484,  7.340956,  0.798617,  0.041202 
  0.131094,  1.092056,  0.618921,  0.411236,  0.243928,  1.946407,  6.973359,  0.884918,  0.018090 
  0.129641,  1.224190,  0.662559,  0.378171,  0.172771,  1.657114,  7.439403,  0.858118,  0.036038 
  0.135654,  0.919765,  0.610137,  0.370902,  0.257361,  2.029650,  7.360007,  0.785629,  0.029897 
  0.137808,  1.237887,  0.691728,  0.418033,  0.099884,  1.616980,  7.371731,  0.877829,  0.024354 
  0.137926,  1.303257,  0.663730,  0.398264,  0.073387,  2.411595,  7.193996,  0.812375,  0.029350 
  0.131647,  1.314217,  0.644390,  0.409775,  0.202691,  1.519938,  7.259470,  0.956150,  0.008866 
  0.136965,  1.068478,  0.664487,  0.360551,  0.099655,  2.543668,  6.962885,  0.816504,  0.020295 
  0.134005,  1.304828,  0.612240,  0.401840,  0.150484,  2.106284,  7.256689,  0.857109,  0.013687 
  0.136894,  0.726746,  0.696575,  0.366536,  0.129798,  1.667648,  7.423361,  0.959273,  0.007077 
  0.139976,  1.349957,  0.664962,  0.384438,  0.061541,  1.966539,  7.451342,  0.827940,  0.038492 
  0.131583,  1.027142,  0.621315,  0.361375,  0.182494,  1.686248,  7.379576,  1.009281,  0.003074 
  0.139068,  1.270037,  0.646667,  0.388775,  0.083360,  1.960937,  7.068998,  0.775534,  0.039669 
  0.137869,  0.616640,  0.650611,  0.370842,  0.115292,  1.713952,  7.170929,  0.904002,  0.033319 
  0.131662,  0.704147,  0.617954,  0.375256,  0.260459,  2.638215,  7.450516,  0.889099,  0.033284 
  0.130785,  1.350553,  0.621859,  0.417047,  0.263101,  2.518778,  6.938310,  1.011966,  0.018721 
  0.135180,  0.647896,  0.698087,  0.399319,  0.337983,  1.724338,  7.379978,  1.033071,  0.002582 
  0.137226,  1.355385,  0.683379,  0.412179,  0.170038,  1.576439,  7.458591,  1.033372,  0.010768 
  0.132994,  1.341692,  0.656926,  0.380666,  0.156549,  1.530324,  7.047188,  0.975966,  0.015524 
  0.130185,  1.197365,  0.646869,  0.394473,  0.138132,  2.604647,  7.331933,  0.778806,  0.032539 
  0.130574,  0.700119,  0.646631,  0.397760,  0.117118,  2.533995,  7.266488,  1.039866,  0.017338 
  0.139142,  0.885881,  0.655637,  0.366491,  0.213706,  2.706097,  7.335661,  0.818224,  0.038537 
  0.137624,  0.949191,  0.693531,  0.369232,  0.193796,  2.453742,  7.028014,  0.975223,  0.009018 
  0.130328,  0.648465,  0.630595,  0.390484,  0.071409,  2.544061,  7.330302,  0.962396,  0.013423 
  0.134829,  0.836688,  0.654744,  0.396954,  0.104813,  1.836160,  6.946083,  0.914677,  0.022931 
  0.138652,  1.332218,  0.639575,  0.366448,  0.301829,  1.934883,  7.081713,  0.871278,  0.024351 
  0.134663,  1.259483,  0.659945,  0.378515,  0.196263,  2.563376,  7.237746,  0.902939,  0.012417 
  0.132544,  1.369100,  0.670210,  0.370451,  0.247799,  1.698691,  7.355934,  0.960242,  0.011230 
  0.139811,  1.275090,  0.637453,  0.361454,  0.276681,  1.708364,  7.359353,  1.087092,  0.022122 
  0.139532,  0.873756,  0.682575,  0.393265,  0.179712,  2.273295,  7.363441,  1.012032,  0.037526 
  0.132906,  0.896679,  0.672888,  0.361019,  0.148920,  1.832178,  7.391350,  1.040337,  0.004181 
  0.134812,  0.897858,  0.691808,  0.409822,  0.219198,  2.636465,  7.344562,  0.969721,  0.010185 
  0.136007,  1.293529,  0.670381,  0.395746,  0.097075,  2.574448,  7.432614,  0.989202,  0.022328 
  0.139712,  1.055733,  0.661097,  0.387686,  0.343584,  1.614923,  6.954416,  0.922321,  0.004931 
  0.132676,  0.666588,  0.635946,  0.408594,  0.110768,  1.900351,  7.013754,  0.989610,  0.011801 
  0.136728,  1.142536,  0.687897,  0.394867,  0.232062,  2.395314,  6.948934,  0.926904,  0.030838 
  0.132142,  0.610381,  0.657807,  0.407609,  0.093513,  2.586222,  6.925379,  1.034636,  0.013622 
  0.132660,  1.217321,  0.674696,  0.401508,  0.348546,  2.345990,  7.482865,  1.020331,  0.017752 
  0.130423,  0.742353,  0.613409,  0.364030,  0.062575,  2.208302,  7.467599,  0.947277,  0.027189 
  0.137042,  1.011092,  0.691181,  0.371267,  0.345453,  2.321030,  6.931075,  1.003687,  0.013051 
  0.132187,  0.958797,  0.651593,  0.362422,  0.261192,  1.557459,  7.199887,  0.790862,  0.041410 
  0.134720,  0.999143,  0.665969,  0.402689,  0.300796,  1.964219,  7.025385,  0.889825,  0.026997 
  0.132889,  1.020924,  0.690510,  0.410394,  0.089986,  1.507946,  7.289081,  0.846047,  0.024210 
  0.134254,  1.393433,  0.638299,  0.407175,  0.148330,  2.396584,  7.079687,  0.818412,  0.022784 
  0.139248,  1.188825,  0.616350,  0.386604,  0.185364,  2.691378,  6.952749,  0.850211,  0.027146 
  0.134131,  1.094982,  0.669857,  0.362024,  0.287648,  2.009167,  7.059091,  0.760002,  0.041459 
  0.139846,  0.748829,  0.618848,  0.413276,  0.193495,  2.202088,  7.207092,  1.018933,  0.020595 
  0.132249,  0.644152,  0.683783,  0.364399,  0.278096,  1.858642,  7.218249,  0.915544,  0.037844 
  0.138972,  1.330840,  0.622285,  0.377903,  0.192066,  2.094817,  7.390115,  1.059839,  0.010065 
  0.134896,  0.602740,  0.645311,  0.378831,  0.310383,  1.799865,  6.905918,  0.794998,  0.029755 
  0.131279,  0.716259,  0.637411,  0.385621,  0.138393,  1.604463,  7.175476,  0.803276,  0.025292 
  0.129178,  0.755075,  0.626260,  0.380384,  0.241546,  2.483415,  6.930314,  0.929668,  0.004908 
  0.133012,  1.236379,  0.645767,  0.396061,  0.175330,  2.370704,  7.346969,  1.092459,  0.003834 
  0.131163,  0.649643,  0.633477,  0.405843,  0.326873,  1.825175,  7.483490,  0.938917,  0.029949 
  0.136145,  1.134746,  0.676361,  0.375966,  0.286939,  2.273207,  7.195246,  1.073956,  0.000286 
  0.136322,  0.868513,  0.630120,  0.404651,  0.296241,  2.012537,  7.287544,  0.975896,  0.013280 
  0.130500,  0.711518,  0.694275,  0.406710,  0.231333,  1.574090,  7.421149,  0.985969,  0.022048 
  0.131220,  0.780030,  0.664904,  0.370296,  0.190703,  2.522367,  7.199291,  0.997182,  0.022133 
  0.138778,  0.953007,  0.651786,  0.392675,  0.256073,  2.506860,  7.410294,  0.992675,  0.009658 
  0.129096,  1.377879,  0.657538,  0.361079,  0.223842,  1.937085,  6.952189,  0.948544,  0.038064 
  0.138415,  0.790638,  0.655889,  0.412835,  0.261391,  2.408006,  7.064831,  1.046169,  0.004521 
  0.130067,  1.161679,  0.699628,  0.415816,  0.347773,  1.804985,  7.320654,  0.852004,  0.015749 
