       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.129587,  1.329432,  0.654305,  0.402278,  0.125895,  1.664018,  7.021116,  0.717786,  0.314392 
  0.136720,  0.694041,  0.688145,  0.377213,  0.268738,  1.811947,  7.395795,  0.177620,  0.088839 
  0.132766,  0.980461,  0.621041,  0.412724,  0.101267,  1.505847,  7.059463,  0.052966,  0.065837 
  0.138642,  1.207621,  0.677921,  0.374240,  0.174256,  2.689279,  7.157041,  1.390916,  0.042471 
  0.130564,  0.837434,  0.628961,  0.409750,  0.161942,  2.097563,  7.223477,  1.299504,  0.078388 
  0.134603,  1.123853,  0.662801,  0.388584,  0.240752,  2.030995,  6.984722, -0.877782,  0.366668 
  0.134260,  1.291755,  0.689729,  0.361120,  0.290008,  2.245492,  6.903753, -0.827920,  0.402584 
  0.138556,  0.636611,  0.617009,  0.396630,  0.210750,  1.971824,  7.379186,  1.606983,  0.377065 
  0.130092,  0.923030,  0.669569,  0.382286,  0.351130,  2.465110,  7.140432,  1.731637,  0.428104 
  0.136451,  1.357598,  0.640049,  0.417797,  0.077758,  2.398542,  7.206868,  0.293963,  0.257128 
  0.132240,  0.722207,  0.646022,  0.371966,  0.306800,  2.576057,  7.304445,  0.518340,  0.295759 
  0.139631,  1.008627,  0.699302,  0.407476,  0.131269,  2.280199,  6.935750, -0.237893,  0.199987 
  0.131101,  1.135925,  0.618662,  0.393657,  0.251946,  1.732861,  7.340594, -0.209025,  0.258588 
  0.135398,  0.800122,  0.671942,  0.365068,  0.086938,  1.681086,  7.438172,  0.962720,  0.089698 
  0.133250,  1.056912,  0.633782,  0.400579,  0.173136,  1.789188,  7.081079,  1.087374,  0.148002 
  0.137547,  1.231398,  0.657398,  0.380462,  0.137761,  1.589484,  7.265854, -0.666089,  0.118702 
  0.129082,  0.688188,  0.684038,  0.415972,  0.223960,  2.728537,  7.467238, -0.375230,  0.158399 
  0.136988,  0.944978,  0.625718,  0.376439,  0.275679,  2.085046,  7.025024,  1.893468,  0.448569 
  0.133035,  1.376254,  0.681158,  0.404077,  0.204257,  2.018478,  7.421563,  0.854687,  0.480226 
  0.139137,  0.773785,  0.635510,  0.388159,  0.326278,  2.255165,  7.064470,  0.721723,  0.476712 
  0.131058,  1.030575,  0.652790,  0.362794,  0.060295,  1.949065,  7.162048,  0.181556,  0.362274 
  0.134848,  1.164457,  0.694550,  0.398305,  0.313964,  2.555574,  7.219080,  0.056903,  0.290425 
  0.133988,  0.828654,  0.612470,  0.385535,  0.121865,  2.444627,  6.988630,  1.394853,  0.317189 
  0.138027,  1.085445,  0.664166,  0.412124,  0.262245,  2.570367,  6.926347,  1.270199,  0.285999 
  0.129949,  1.259930,  0.645446,  0.370491,  0.094103,  2.296698,  7.364409, -0.995000,  0.010951 
  0.135922,  0.617955,  0.654806,  0.407801,  0.180301,  1.749361,  7.125655, -0.704141,  0.050649 
  0.131969,  0.871453,  0.686486,  0.391882,  0.160598,  1.658328,  7.185862,  1.564557,  0.036471 
  0.139875,  1.335650,  0.623126,  0.368092,  0.236946,  1.880221,  7.308353,  1.788934,  0.065361 
  0.131539,  0.703552,  0.675254,  0.394681,  0.282843,  1.547381,  6.963717,  0.417742,  0.391414 
  0.135836,  0.955830,  0.629894,  0.378763,  0.216348,  2.723417,  7.347800,  0.509155,  0.422044 
  0.133494,  1.212620,  0.661574,  0.417422,  0.349339,  2.102115,  7.445378, -0.247078,  0.388612 
  0.137791,  0.847188,  0.691814,  0.375789,  0.073505,  2.035547,  7.077415, -0.197216,  0.424529 
  0.129455,  1.110563,  0.613737,  0.405527,  0.319338,  2.234113,  7.270495,  0.974529,  0.191226 
  0.136846,  1.308094,  0.670617,  0.389608,  0.134627,  1.901273,  7.490564,  1.099183,  0.226986 
  0.132506,  0.646365,  0.640377,  0.362145,  0.247916,  2.507782,  7.010979, -0.654280,  0.201467 
  0.138865,  0.899863,  0.648297,  0.399754,  0.090296,  2.433817,  7.407519, -0.429903,  0.260068 
  0.130529,  1.364061,  0.697113,  0.383836,  0.184779,  2.581746,  7.044197,  1.971759,  0.088045 
  0.134826,  0.731962,  0.620793,  0.414023,  0.142911,  2.275647,  7.166689,  0.740093,  0.184335 
  0.134483,  0.987655,  0.673353,  0.372390,  0.221721,  1.728310,  7.245581,  0.648680,  0.206479 
  0.138296,  1.145679,  0.633033,  0.411049,  0.280828,  1.617363,  6.994370,  0.141755,  0.203354 
  0.130218,  0.786832,  0.659673,  0.386210,  0.190472,  1.839256,  6.932086, -0.032761,  0.447213 
  0.136319,  1.073251,  0.685305,  0.366618,  0.330852,  1.543398,  7.360745,  1.521256,  0.481240 
  0.132366,  1.241153,  0.626265,  0.397930,  0.057481,  2.741623,  7.130295,  1.263638,  0.474623 
  0.139370,  0.665021,  0.679545,  0.382011,  0.311150,  2.081063,  7.209188, -0.988439,  0.336627 
  0.131292,  0.951441,  0.637785,  0.419096,  0.110991,  2.014495,  7.294309, -0.697581,  0.275191 
  0.135331,  1.386009,  0.649881,  0.369592,  0.256296,  2.192010,  6.949672,  1.571118,  0.305149 
  0.133441,  0.749520,  0.695961,  0.405102,  0.098677,  1.896152,  7.327527,  1.795494,  0.298532 
  0.137286,  1.035940,  0.611001,  0.391283,  0.177487,  2.502661,  7.450018,  0.357821,  0.121674 
  0.129208,  1.174212,  0.666441,  0.364344,  0.155321,  2.450886,  7.105382,  0.482475,  0.174644 
  0.137114,  0.815364,  0.642969,  0.401728,  0.228310,  2.558200,  7.277700, -0.361672,  0.033882 
  0.132903,  1.101784,  0.656649,  0.377938,  0.287417,  2.358496,  7.497769, -0.070813,  0.067909 
  0.139263,  1.269685,  0.687609,  0.413448,  0.213533,  1.766780,  7.005900,  0.934727,  0.358472 
  0.130798,  0.624417,  0.622089,  0.373915,  0.344062,  1.604058,  7.410744,  1.159104,  0.397776 
  0.135095,  0.881207,  0.677529,  0.409425,  0.065317,  1.825952,  7.066108, -0.527876,  0.391160 
  0.133978,  1.312117,  0.630959,  0.389308,  0.323912,  1.552283,  7.151229, -0.436464,  0.427077 
  0.138274,  0.709648,  0.661919,  0.360270,  0.131813,  2.718077,  7.230122,  1.965198,  0.190782 
  0.129697,  0.966438,  0.689999,  0.395781,  0.252490,  2.170740,  6.972682,  0.751902,  0.251834 
  0.136056,  1.200183,  0.615839,  0.383011,  0.104050,  2.059793,  6.910398,  0.660489,  0.268600 
  0.131845,  0.864381,  0.668255,  0.418521,  0.190248,  2.185533,  7.385831,  0.153564,  0.294475 
  0.139752,  1.121171,  0.642335,  0.371641,  0.140992,  1.911864,  7.134620, -0.020951,  0.090593 
  0.131673,  1.285780,  0.647375,  0.407151,  0.227191,  2.518373,  7.213513,  1.466583,  0.149194 
  0.135584,  0.653681,  0.699215,  0.393075,  0.292791,  2.427340,  7.290207,  1.341930,  0.119893 
  0.133693,  0.910471,  0.617567,  0.365611,  0.196741,  2.649233,  6.953875, -0.866939,  0.159591 
  0.137732,  1.343942,  0.674447,  0.401121,  0.329733,  2.316393,  7.350415, -0.775527,  0.435255 
  0.129654,  0.741473,  0.633407,  0.379955,  0.063750,  1.761659,  7.435536,  1.626136,  0.493856 
  0.136593,  0.998263,  0.657887,  0.415465,  0.299060,  1.621127,  7.090899,  1.700928,  0.464555 
  0.132640,  1.162872,  0.682223,  0.376981,  0.114349,  1.843020,  7.256989,  0.346357,  0.369944 
  0.138742,  0.797440,  0.627503,  0.403046,  0.259655,  1.536921,  7.477058,  0.471011,  0.330528 
  0.130664,  1.050938,  0.680063,  0.387127,  0.094647,  2.675974,  7.034844, -0.360014,  0.306710 
  0.134574,  1.248469,  0.636143,  0.363337,  0.165396,  2.128637,  7.418927, -0.069155,  0.300094 
  0.134230,  0.675629,  0.651983,  0.398847,  0.148157,  2.054673,  7.074290,  0.936385,  0.007406 
  0.138527,  0.928030,  0.693311,  0.385028,  0.234355,  2.202602,  7.148054,  1.160762,  0.064744 
  0.130191,  1.392227,  0.611951,  0.411542,  0.286074,  1.886261,  7.235251, -0.592701,  0.035444 
  0.136550,  0.760128,  0.665231,  0.369909,  0.209727,  2.492770,  6.996497, -0.468047,  0.066635 
  0.132114,  1.023503,  0.645071,  0.408568,  0.336898,  2.381823,  6.921756,  1.849200,  0.356805 
  0.139504,  1.191404,  0.653251,  0.392650,  0.070914,  2.603717,  7.372275,  0.876901,  0.398140 
  0.131169,  0.825972,  0.688531,  0.367810,  0.322121,  2.307859,  7.114836,  0.619283,  0.416688 
  0.135465,  1.079470,  0.622291,  0.395449,  0.127559,  1.775314,  7.193728,  0.212081,  0.439351 
  0.133188,  1.277001,  0.675571,  0.379530,  0.265028,  1.602351,  7.316220,  0.104048,  0.223115 
  0.137485,  0.600640,  0.628627,  0.416615,  0.107408,  1.824245,  6.959126,  1.458618,  0.228260 
